Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Levi;JUNGLE;GAM;MDK;Elyoya;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:20:58;Nidalee;Rumble;Wukong;Maokai;Wukong;Maokai;Loss;6;2;2;0;10;1;5;2;0.6;113;107;0;5.4;6437;307;0.188;19;4;6;3;3;0.91;0.19;0.14;0.29;0.133;4923;3969;350;604;235;0.137;0.14;0.5;0;0;0;0;0;-519;-12;-316;0;0;1150;1150;11757;0;19279;0;9;59;27254;87;4;18;0;0
Emo;MID;GAM;MDK;Fresskowy;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:20:58;Aurora;Poppy;Kaisa;Ziggs;Akali;Yone;Loss;6;2;2;0;12;2;3;0;0.7;167;0;0;8;7626;364;0.223;15;7;2;4;3;0.72;0.33;0.19;0.1;0.105;7821;492;7038;291;373;0.217;0.1;0.333;0;0;0;0;0;-1777;-2;-1286;-1;0;2386;2386;16;0;6301;0;1;59;13302;104;6;18;150;0
EasyLove;ADCARRY;GAM;MDK;Supa;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:20:58;Alistar;Jax;Rakan;Nautilus;Kaisa;Ziggs;Loss;6;2;2;0;12;1;2;3;2;187;0;0;8.9;7959;380;0.233;10;6;2;0;0;0.48;0.29;0;0.1;0.07;7664;3637;4027;0;366;0.213;0.19;0.667;0;0;0;0;0;-1031;-13;-1209;-2;0;2087;2087;1863;0;4760;0;0;0;9857;69;1;15;0;0
Elio;SUPPORT;GAM;MDK;Alvaro;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:20:58;Leona;Rell;Smolder;Gnar;Rakan;Nautilus;Loss;6;2;2;0;9;0;1;5;5;34;0;0;1.6;5137;245;0.15;80;47;9;9;7;3.82;2.24;0.43;0.43;0.559;2197;746;1451;0;105;0.061;0.24;0.833;0;0;0;0;0;-290;3;587;1;0;1473;1473;2998;859;9741;2124;15;55;9103;12;12;24;0;0
Kiaya;TOP;GAM;MDK;Myrwn;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:42:05;Skarner;Shyvana;Yone;Rumble;Kennen;Rumble;Win;28;8;4;1;18;5;1;13;18;335;18;0;8;16408;390;0.2;42;24;3;9;9;1;0.57;0.21;0.07;0.1;30485;2449;27599;437;724;0.236;0.43;0.643;1;0;0;0;0;-314;-5;-683;-1;0;3494;3494;9460;1772;17570;0;27;172;26548;62;11;34;0;300
Levi;JUNGLE;GAM;MDK;Elyoya;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:42:05;Nidalee;Aurora;Wukong;Vi;Wukong;Vi;Win;28;8;4;1;18;9;2;13;11;247;200;0;5.9;16778;399;0.204;84;17;24;17;15;2;0.4;0.4;0.57;0.2;27033;23772;2245;1016;642;0.209;0.52;0.786;0;1;0;0;0;1333;13;345;0;0;3798;3798;29074;0;54576;0;33;288;54988;60;19;37;450;400
Emo;MID;GAM;MDK;Fresskowy;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:42:05;Ziggs;Poppy;Kennen;Akali;Yone;Ahri;Win;28;8;4;1;18;2;2;14;8;438;29;0;10.4;18227;433;0.222;65;21;21;12;12;1.54;0.5;0.29;0.5;0.155;30134;21613;4942;3579;716;0.233;0.38;0.571;0;0;0;0;0;-730;18;673;0;0;2400;2400;20817;0;43390;0;30;401;40601;61;14;34;0;200
EasyLove;ADCARRY;GAM;MDK;Supa;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:42:05;Kalista;Ezreal;Miss_Fortune;Xayah;Miss_Fortune;Xayah;Win;28;8;4;1;18;10;4;9;4.8;412;30;0;9.8;19931;474;0.243;51;17;19;4;4;1.21;0.4;0.1;0.45;0.121;33001;31424;1489;88;784;0.255;0.45;0.679;0;3;0;0;0;-158;4;-145;0;0;6093;6093;8020;0;24781;0;9;196;15732;72;6;28;50;0
Elio;SUPPORT;GAM;MDK;Alvaro;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:42:05;Jhin;Ashe;Rell;Rakan;Rell;Rakan;Win;28;8;4;1;15;2;3;21;7.7;50;0;0;1.2;10702;254;0.13;178;99;33;29;29;4.23;2.35;0.69;0.78;0.424;8595;1817;5130;1648;204;0.067;0.55;0.821;0;0;0;0;0;-317;3;-4;0;0;2409;2409;4336;0;29198;3450;55;110;21806;70;31;49;0;0
Myrwn;TOP;MDK;GAM;Kiaya;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:42:05;Shyvana;Skarner;Rumble;Yone;Rumble;Kennen;Loss;12;3;1;0;18;2;4;1;0.8;328;4;0;7.8;14972;356;0.208;34;11;4;6;6;0.81;0.26;0.14;0.1;0.071;29595;253;29189;153;703;0.26;0.07;0.25;0;0;0;0;0;314;5;683;1;0;342;342;5286;0;36513;0;17;404;32907;141;11;34;700;0
Elyoya;JUNGLE;MDK;GAM;Levi;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:42:05;Aurora;Nidalee;Vi;Wukong;Vi;Wukong;Loss;12;3;1;0;16;1;8;7;1;226;187;0;5.4;12635;300;0.175;101;21;32;23;19;2.4;0.5;0.55;0.76;0.21;9601;9043;0;558;228;0.084;0.19;0.667;0;0;0;0;0;-1333;-13;-345;0;0;459;459;12968;0;59116;0;33;354;39515;249;24;47;0;0
Fresskowy;MID;MDK;GAM;Emo;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:42:05;Poppy;Ziggs;Akali;Kennen;Ahri;Yone;Loss;12;3;1;0;18;6;4;0;1.5;395;8;0;9.4;17393;413;0.242;53;15;11;12;12;1.26;0.36;0.29;0.26;0.11;37582;1940;27705;7937;893;0.33;0.14;0.5;0;1;0;0;0;730;-18;-673;0;0;2090;2090;6460;0;17026;0;38;183;30934;185;18;40;200;300
Supa;ADCARRY;MDK;GAM;EasyLove;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:42:05;Ezreal;Kalista;Xayah;Miss_Fortune;Xayah;Miss_Fortune;Loss;12;3;1;0;18;2;7;6;1.1;404;24;0;9.6;16777;399;0.233;43;11;12;2;2;1.02;0.26;0.05;0.29;0.09;30206;30104;0;102;718;0.265;0.19;0.667;1;0;0;0;0;158;-4;145;0;0;3633;3633;7242;0;19480;0;23;79;28015;205;3;25;0;200
Alvaro;SUPPORT;MDK;GAM;Elio;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:42:05;Ashe;Jhin;Rakan;Rell;Rakan;Rell;Loss;12;3;1;0;14;1;5;8;1.8;57;0;0;1.4;10220;243;0.142;249;131;39;25;23;5.92;3.11;0.59;0.93;0.519;6830;1642;5060;128;162;0.06;0.21;0.75;0;0;0;0;0;317;-3;4;0;0;186;186;4829;924;28538;4581;54;174;25691;148;29;45;0;0
Myrwn;TOP;MDK;GAM;Kiaya;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:43;Shyvana;Skarner;Yone;Aurora;Gnar;Aurora;Loss;8;3;0;0;14;2;6;2;0.7;190;9;0;7.1;9753;365;0.217;21;9;6;2;1;0.79;0.34;0.07;0.22;0.097;11812;10476;1306;30;442;0.201;0.15;0.5;0;0;0;0;0;-2189;-30;-788;-1;0;7658;7658;1290;0;17189;0;19;373;23541;142;3;20;200;0
Elyoya;JUNGLE;MDK;GAM;Levi;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:43;Poppy;Nidalee;Sejuani;Nocturne;Sejuani;Nocturne;Loss;8;3;0;0;13;2;3;3;1.7;164;139;0;6.1;8793;329;0.196;54;14;14;15;12;2.02;0.52;0.56;0.52;0.25;8273;4556;3220;497;310;0.141;0.19;0.625;0;0;0;0;0;-377;-8;-813;0;0;0;0;11722;162;33752;0;18;413;31024;73;16;32;100;0
Fresskowy;MID;MDK;GAM;Emo;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:43;Wukong;Ziggs;Gnar;Ahri;Yone;Ahri;Loss;8;3;0;0;15;0;3;4;1.3;238;4;0;8.9;9458;354;0.211;30;12;5;7;7;1.12;0.45;0.26;0.19;0.139;11411;7192;2306;1913;427;0.194;0.15;0.5;0;0;0;0;0;137;6;463;0;0;688;688;5800;0;16196;0;10;147;21627;73;8;20;0;0
Supa;ADCARRY;MDK;GAM;EasyLove;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:43;Rell;Ashe;Kaisa;Kalista;Kaisa;Kalista;Loss;8;3;0;0;14;4;4;3;1.8;256;8;0;9.6;10839;406;0.241;31;6;16;2;0;1.16;0.22;0.07;0.6;0.144;22455;11143;10538;774;840;0.382;0.26;0.875;1;0;0;0;0;138;18;1112;1;0;0;0;2941;0;9852;0;5;105;15430;113;3;21;50;50
Alvaro;SUPPORT;MDK;GAM;Elio;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:43;Miss_Fortune;Ezreal;Nautilus;Braum;Nautilus;Braum;Loss;8;3;0;0;9;0;8;5;0.6;37;0;0;1.4;6042;226;0.135;80;40;12;13;10;2.99;1.5;0.49;0.45;0.37;4885;821;3164;900;183;0.083;0.19;0.625;0;0;0;0;0;-635;3;-508;0;0;0;0;589;164;21207;343;36;191;16933;140;14;27;0;0
Kiaya;TOP;GAM;MDK;Myrwn;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:43;Skarner;Shyvana;Aurora;Yone;Aurora;Gnar;Win;24;8;3;1;15;7;0;13;Perfect_KDA;200;0;0;7.5;12987;486;0.229;38;15;6;7;7;1.42;0.56;0.26;0.22;0.148;21421;2507;18719;195;802;0.247;0.75;0.833;1;0;1;0;0;2189;30;788;1;0;6231;6231;5009;0;9707;0;8;181;14163;0;9;27;50;0
Levi;JUNGLE;GAM;MDK;Elyoya;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:43;Nidalee;Poppy;Nocturne;Sejuani;Nocturne;Sejuani;Win;24;8;3;1;15;2;2;13;7.5;192;177;0;7.2;10342;387;0.182;65;24;13;6;6;2.43;0.9;0.22;0.49;0.254;8724;7785;701;238;327;0.101;0.56;0.625;0;0;0;0;0;377;8;813;0;0;3963;3963;22336;0;24138;0;101;464;35195;36;7;20;0;0
Emo;MID;GAM;MDK;Fresskowy;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:43;Ziggs;Wukong;Ahri;Gnar;Ahri;Yone;Win;24;8;3;1;16;3;1;10;13;247;0;0;9.2;11525;431;0.203;26;7;5;5;5;0.97;0.26;0.19;0.19;0.102;19624;2252;12093;5279;735;0.226;0.49;0.542;0;0;0;0;0;-137;-6;-463;0;0;2857;2857;4961;0;6910;0;18;99;12843;42;7;24;0;200
EasyLove;ADCARRY;GAM;MDK;Supa;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:43;Ashe;Rell;Kalista;Kaisa;Kalista;Kaisa;Win;24;8;3;1;15;11;2;7;9;249;8;0;9.3;13915;521;0.245;38;14;11;7;6;1.42;0.52;0.26;0.41;0.148;32174;27495;4013;666;1204;0.371;0.67;0.75;0;3;0;0;0;-138;-18;-1112;-1;0;4363;4363;8056;0;9286;0;19;373;15967;42;8;20;0;150
Elio;SUPPORT;GAM;MDK;Alvaro;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:43;Ezreal;Miss_Fortune;Braum;Nautilus;Braum;Nautilus;Win;24;8;3;1;12;1;3;20;7;27;0;0;1;7995;299;0.141;89;47;8;14;14;3.33;1.76;0.52;0.3;0.348;4858;937;3052;869;182;0.056;0.79;0.875;0;0;0;0;0;635;-3;508;0;0;4077;4077;2146;0;19516;2009;38;146;17924;83;17;32;0;0
Impact;TOP;TL;PNG;Wizer;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:36:47;Yone;Ziggs;Jax;Gnar;Jax;Gnar;Win;14;10;1;2;18;0;1;4;4;271;6;0;7.4;13827;376;0.193;42;18;9;4;4;1.14;0.49;0.11;0.24;0.102;4323;2264;1957;102;118;0.06;0.11;0.286;0;0;0;0;0;-318;-25;-512;0;0;9001;9001;2163;0;14349;0;4;175;18464;43;6;27;0;0
UmTi;JUNGLE;TL;PNG;Cariok;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:36:47;Lucian;Aurora;Kaisa;Nocturne;Vi;Nocturne;Win;14;10;1;2;17;2;3;8;3.3;234;211;0;6.4;13474;366;0.188;60;15;16;13;13;1.63;0.41;0.35;0.43;0.146;7024;6632;0;392;191;0.097;0.27;0.714;0;0;0;0;0;-382;-12;-376;0;0;1602;1602;19288;0;46852;0;17;288;34779;82;14;39;0;100
APA;MID;TL;PNG;dyNquedo;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:36:47;Skarner;Sejuani;Ahri;Orianna;Ahri;Orianna;Win;14;10;1;2;18;3;2;5;4;317;0;0;8.6;15141;412;0.212;88;33;28;7;7;2.39;0.9;0.19;0.76;0.215;21849;1533;15546;4770;594;0.301;0.22;0.571;0;0;0;0;0;580;3;858;1;0;8231;8231;7016;0;10852;0;23;139;20143;109;10;27;0;150
Yeon;ADCARRY;TL;PNG;Titan;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:36:47;Kalista;Neeko;Vi;Ezreal;Kaisa;Ezreal;Win;14;10;1;2;18;9;0;3;Perfect_KDA;450;38;0;12.2;20231;550;0.283;75;15;18;4;4;2.04;0.41;0.11;0.49;0.183;35736;9345;25593;798;972;0.492;0.33;0.857;0;1;1;0;0;1216;19;1615;1;0;4021;4021;5155;0;12014;0;6;183;13485;0;5;29;200;0
CoreJJ;SUPPORT;TL;PNG;Kuri;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:36:47;Xayah;Maokai;Rell;Alistar;Rell;Alistar;Win;14;10;1;2;13;0;2;11;5.5;33;0;0;0.9;8881;241;0.124;145;61;20;18;16;3.94;1.66;0.49;0.54;0.354;3657;549;2531;577;99;0.05;0.3;0.786;0;0;0;0;0;-65;-6;58;0;0;148;148;228;0;12882;1246;28;54;10223;46;21;35;0;0
Wizer;TOP;PNG;TL;Impact;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:36:47;Ziggs;Yone;Gnar;Jax;Gnar;Jax;Loss;8;3;4;0;18;2;2;2;2;349;12;0;9.5;15028;409;0.243;36;10;10;5;5;0.98;0.27;0.14;0.27;0.111;11586;9474;1851;261;315;0.187;0.11;0.5;0;0;0;0;0;318;25;512;0;0;5801;5801;4599;0;23498;0;18;504;19143;32;6;23;0;100
Cariok;JUNGLE;PNG;TL;UmTi;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:36:47;Aurora;Lucian;Nocturne;Kaisa;Nocturne;Vi;Loss;8;3;4;0;16;1;3;4;1.7;226;198;0;6.1;11493;312;0.186;68;27;15;12;11;1.85;0.73;0.33;0.41;0.209;9140;7219;633;1288;248;0.148;0.14;0.625;0;0;0;0;0;382;12;376;0;0;1404;1404;24408;0;26466;0;128;501;38988;71;13;30;0;0
dyNquedo;MID;PNG;TL;APA;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:36:47;Sejuani;Skarner;Orianna;Ahri;Orianna;Ahri;Loss;8;3;4;0;17;3;3;4;2.3;305;0;0;8.3;13479;366;0.218;40;18;14;10;9;1.09;0.49;0.27;0.38;0.123;17669;863;16770;36;480;0.286;0.19;0.875;0;0;0;0;0;-580;-3;-858;-1;0;658;658;2818;0;10927;2072;25;416;15339;75;12;33;100;50
Titan;ADCARRY;PNG;TL;Yeon;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:36:47;Neeko;Kalista;Ezreal;Vi;Ezreal;Kaisa;Loss;8;3;4;0;17;1;2;3;2;350;13;0;9.5;14121;384;0.228;43;18;11;9;9;1.17;0.49;0.24;0.3;0.132;19740;11755;6707;1278;537;0.319;0.11;0.5;0;0;0;0;0;-1216;-19;-1615;-1;1;2006;2006;6243;0;8855;0;6;166;17909;28;11;28;150;50
Kuri;SUPPORT;PNG;TL;CoreJJ;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:36:47;Maokai;Xayah;Alistar;Rell;Alistar;Rell;Loss;8;3;4;0;13;1;4;2;0.8;39;0;0;1.1;7694;209;0.124;138;86;19;22;20;3.75;2.34;0.6;0.52;0.425;3720;478;2472;770;101;0.06;0.08;0.375;0;0;0;0;0;65;6;-58;0;0;890;890;5170;2370;22624;76;23;92;15885;104;25;39;0;0
Wizer;TOP;PNG;TL;Impact;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:29:26;Ziggs;Yone;Nocturne;Gnar;Renekton;Gnar;Loss;16;3;1;0;15;7;3;2;3;248;12;0;8.4;12114;412;0.236;37;10;7;8;6;1.26;0.34;0.27;0.24;0.144;12346;9570;2560;216;419;0.189;0.31;0.563;0;1;0;0;0;552;-4;-103;0;0;1300;1300;7996;0;27870;0;14;175;30105;67;10;28;300;350
Cariok;JUNGLE;PNG;TL;UmTi;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:29:26;Jax;Lucian;Orianna;Skarner;Nocturne;Skarner;Loss;16;3;1;0;13;1;5;11;2.4;165;149;0;5.6;9491;322;0.185;64;22;11;10;8;2.17;0.75;0.34;0.37;0.249;13573;11623;740;1210;461;0.208;0.41;0.75;0;0;0;0;0;263;-22;-568;0;0;2309;2309;19758;0;22884;0;134;553;35964;97;11;29;100;0
dyNquedo;MID;PNG;TL;APA;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:29:26;Kaisa;Aurora;Renekton;Neeko;Orianna;Neeko;Loss;16;3;1;0;15;4;1;8;12;227;8;0;7.7;11951;406;0.232;33;15;6;6;6;1.12;0.51;0.2;0.2;0.128;16102;810;15100;192;547;0.247;0.41;0.75;0;0;0;0;0;-1683;-11;-546;0;0;4023;4023;1878;0;8918;1535;23;271;12568;0;8;24;500;150
Titan;ADCARRY;PNG;TL;Yeon;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:29:26;Kalista;Ashe;Jhin;Ezreal;Jhin;Ezreal;Loss;16;3;1;0;15;2;3;9;3.7;255;6;0;8.7;10893;370;0.212;32;15;8;6;6;1.09;0.51;0.2;0.27;0.125;17081;15114;1895;72;580;0.262;0.37;0.688;1;0;0;0;0;-211;-11;-482;-1;0;1011;1011;5676;0;5762;0;34;116;14592;36;10;26;0;50
Kuri;SUPPORT;PNG;TL;CoreJJ;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:29:26;Poppy;Xayah;Rell;Leona;Rell;Leona;Loss;16;3;1;0;11;2;3;11;4.3;26;0;0;0.9;6970;237;0.136;91;58;6;13;12;3.09;1.97;0.44;0.2;0.354;6096;773;4485;838;207;0.093;0.44;0.813;0;0;0;0;0;-158;-3;132;0;0;0;0;2512;180;24245;0;41;90;17520;93;15;31;0;0
Impact;TOP;TL;PNG;Wizer;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:29:26;Yone;Ziggs;Gnar;Nocturne;Gnar;Renekton;Win;15;9;3;1;16;0;4;4;1;247;0;0;8.4;11202;381;0.195;33;12;6;4;4;1.12;0.41;0.14;0.2;0.121;15355;12350;3005;0;522;0.187;0.14;0.267;0;0;0;0;0;-552;4;103;0;0;6216;6216;2634;0;17954;0;19;330;20266;138;6;26;0;50
UmTi;JUNGLE;TL;PNG;Cariok;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:29:26;Lucian;Jax;Skarner;Orianna;Skarner;Nocturne;Win;15;9;3;1;15;1;2;10;5.5;185;168;0;6.3;10604;360;0.185;57;11;14;9;9;1.94;0.37;0.31;0.48;0.209;13139;9398;3358;383;446;0.16;0.37;0.733;0;0;0;0;0;-263;22;568;0;0;928;928;16764;0;41556;0;38;684;33644;53;10;26;150;0
APA;MID;TL;PNG;dyNquedo;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:29:26;Aurora;Kaisa;Neeko;Renekton;Neeko;Orianna;Win;15;9;3;1;17;9;2;2;5.5;270;8;0;9.2;14524;493;0.253;43;17;10;6;6;1.46;0.58;0.2;0.34;0.158;24506;1459;22783;264;833;0.298;0.37;0.733;2;1;0;0;0;1683;11;546;0;0;7138;7138;1428;0;6633;0;27;220;12754;77;10;26;150;600
Yeon;ADCARRY;TL;PNG;Titan;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:29:26;Ashe;Kalista;Ezreal;Jhin;Ezreal;Jhin;Win;15;9;3;1;16;5;2;5;5;301;8;0;10.2;13524;459;0.236;31;10;8;5;3;1.05;0.34;0.17;0.27;0.114;23769;16739;6552;478;808;0.289;0.34;0.667;0;1;0;0;0;211;11;482;1;1;5043;5043;4018;0;9118;0;3;56;14353;85;6;24;250;250
CoreJJ;SUPPORT;TL;PNG;Kuri;07.10.2024;3;5;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:29:26;Xayah;Poppy;Leona;Rell;Leona;Rell;Win;15;9;3;1;11;0;6;10;1.7;37;0;0;1.3;7449;253;0.13;109;43;19;14;11;3.7;1.46;0.48;0.65;0.399;5401;1716;2709;976;183;0.066;0.34;0.667;0;0;0;0;0;158;3;-132;0;0;1119;1119;712;0;17018;1071;23;38;15370;126;17;31;0;0
369;TOP;TES;DK;kingen;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Blue;00:32:48;Gnar;Yone;Aurora;Jax;KSante;Jax;Win;15;10;3;2;17;2;0;4;Perfect_KDA;245;0;0;7.5;12604;384;0.192;34;13;3;7;7;1.04;0.4;0.21;0.09;0.107;9287;6943;1397;947;283;0.124;0.18;0.4;0;0;0;0;0;847;12;1105;1;0;8852;8852;6263;0;38887;493;22;1952;22099;0;8;30;0;0
Tian;JUNGLE;TES;DK;Lucid;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Blue;00:32:48;Vi;Renekton;KSante;Skarner;Xin_Zhao;Skarner;Win;15;10;3;2;16;2;1;9;11;235;207;0;7.2;12552;383;0.191;75;14;19;13;13;2.29;0.43;0.4;0.58;0.235;11180;10040;658;482;341;0.15;0.34;0.733;0;0;0;0;0;647;2;14;0;0;3796;3796;32470;0;31868;0;17;631;40872;12;14;29;50;0
Creme;MID;TES;DK;ShowMaker;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Blue;00:32:48;LeBlanc;Rumble;Xin_Zhao;Rell;Aurora;Orianna;Win;15;10;3;2;18;5;2;3;4;291;0;0;8.9;14155;432;0.215;34;13;6;9;9;1.04;0.4;0.27;0.18;0.107;22367;1072;19473;1822;682;0.3;0.24;0.533;0;1;0;0;0;-238;-34;-741;0;0;3223;3223;2069;0;8499;0;12;314;14318;97;11;29;0;100
JackeyLove;ADCARRY;TES;DK;Aiming;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Blue;00:32:48;Sylas;Poppy;Ashe;Orianna;Ashe;Smolder;Win;15;10;3;2;17;6;0;7;Perfect_KDA;362;22;0;11;17021;519;0.259;62;12;20;4;4;1.89;0.37;0.12;0.61;0.194;23882;20292;3242;348;728;0.32;0.4;0.867;0;0;0;0;0;1461;10;615;1;0;8472;8472;4157;0;8657;0;41;765;9543;0;6;24;0;0
meiko;SUPPORT;TES;DK;Moham;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Blue;00:32:48;Kaisa;Renata_Glasc;Braum;Smolder;Braum;Rell;Win;15;10;3;2;13;0;1;14;14;28;0;0;0.9;9402;287;0.143;114;58;11;17;17;3.48;1.77;0.52;0.34;0.357;7904;943;6905;56;241;0.106;0.43;0.933;0;0;0;0;0;721;2;1012;1;0;3390;3390;4638;685;17165;2676;42;195;15296;12;19;35;0;0
kingen;TOP;DK;TES;369;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Red;00:32:48;Yone;Gnar;Jax;Aurora;Jax;KSante;Loss;4;4;2;0;16;0;4;1;0.3;228;12;0;7;11831;361;0.213;27;13;6;3;1;0.82;0.4;0.09;0.18;0.096;9618;4170;5401;47;293;0.165;0.03;0.25;0;0;0;0;0;-847;-12;-1105;-1;0;9244;9244;3405;0;23376;0;10;175;23881;88;4;25;0;0
Lucid;JUNGLE;DK;TES;Tian;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Red;00:32:48;Renekton;Vi;Skarner;KSante;Skarner;Xin_Zhao;Loss;4;4;2;0;14;0;4;3;0.8;176;163;0;5.4;9297;283;0.168;36;14;8;17;13;1.1;0.43;0.52;0.24;0.129;7710;5003;2667;40;235;0.132;0.09;0.75;0;0;0;0;0;-647;-2;-14;0;1;0;0;12006;0;46873;0;16;623;34841;112;18;36;0;0
ShowMaker;MID;DK;TES;Creme;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Red;00:32:48;Rumble;LeBlanc;Rell;Xin_Zhao;Orianna;Aurora;Loss;4;4;2;0;17;0;1;2;2;311;18;0;9.5;12043;367;0.217;45;19;11;8;7;1.37;0.58;0.24;0.34;0.161;14433;178;14255;0;440;0.247;0.06;0.5;0;0;0;0;0;238;34;741;0;0;1157;1157;1016;0;6777;2075;24;452;9436;35;10;26;0;0
Aiming;ADCARRY;DK;TES;JackeyLove;10.10.2024;4;6;v14.18;Worlds_MainEvent_24;1;2;3;1;Red;00:32:48;Poppy;Sylas;Orianna;Ashe;Smolder;Ashe;Loss;4;4;2;0;17;3;1;0;3;374;12;0;11.4;14531;443;0.262;48;13;14;4;3;1.46;0.4;0.12;0.43;0.171;23367;14461;4151;4755;712;0.4;0.09;0.75;0;0;0;0;0;-1461;-10;-615;-1;0;2874;2874;5968;0;9101;0;7;467;13977;28;5;21;100;50
